Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipping Cost,Latitude,Longtitude,Regional Manager
Same Day,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,58.408,7,0.2,18.2525,61.140,40.73061,-73.935242,Nick
Same Day,Home Office,United States,New York City,New York,10011,East,Furniture,Tables,79.974,3,0.4,29.3238,54.640,40.73061,-73.935242,Nick
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Technology,Machines,479.988,2,0.4,55.9986,48.350,31,-100,Esther
First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,11.808,3,0.2,4.1328,40.690,36.778259,-119.417931,Susan
First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,53.568,4,0.2,19.4184,34.210,36.778259,-119.417931,Susan
First Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Phones,503.96,5,0.2,50.3960,34.060,36.778259,-119.417931,Susan
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Envelopes,21.34,2,0,9.8164,33.560,36.778259,-119.417931,Susan
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,36.4,5,0,17.1080,31.940,33.247875,-83.441162,George
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,51.75,1,0,15.5250,29.590,33.247875,-83.441162,George
Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Storage,15.51,1,0,4.3428,20.060,36.778259,-119.417931,Susan
Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,146.82,3,0,73.4100,18.600,36.778259,-119.417931,Susan
Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,12.96,2,0,6.2208,9.440,36.778259,-119.417931,Susan
Same Day,Home Office,United States,Riverside,California,92503,West,Office Supplies,Art,7.8,3,0,2.1060,7.360,36.778259,-119.417931,Susan
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Envelopes,10.2,5,0,4.7940,6.890,33.836082,-81.163727,George
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Art,22.32,3,0,5.5800,5.470,33.836082,-81.163727,George
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,24.1,5,0,11.0860,4.450,33.836082,-81.163727,George
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Technology,Accessories,75.98,2,0,18.2352,4.020,33.836082,-81.163727,George
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,6.46,2,0,3.1654,3.860,33.836082,-81.163727,George
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,60.12,9,0,28.8576,3.750,33.836082,-81.163727,George
Second Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,824.97,3,0,214.4922,3.180,40.73061,-73.935242,Nick
Second Class,Consumer,United States,Longview,Washington,98632,West,Furniture,Furnishings,24.85,5,0,7.7035,3.180,47.751076,-120.740135,Susan
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Storage,12.624,2,0.2,2.5248,2.770,34.048927,-111.093735,Susan
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Accessories,89.584,2,0.2,4.4792,2.110,34.048927,-111.093735,Susan
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Phones,471.92,2,0.2,29.4950,1.870,34.048927,-111.093735,Susan
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,18.18,4,0.7,13.9380,0.960,34.048927,-111.093735,Susan
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,31.744,2,0.2,8.3328,0.850,31,-100,Esther
Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Office Supplies,Labels,5.904,2,0.2,1.9926,232.540,34.048927,-111.093735,Susan
Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Furniture,Furnishings,621.76,4,0.2,46.6320,215.350,34.048927,-111.093735,Susan
First Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Technology,Phones,59.98,2,0,17.9940,197.030,34.799999,-92.199997,George
Second Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,48.87,9,0,23.9463,177.320,33.247875,-83.441162,George
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,154.9,5,0,69.7050,87.580,36.778259,-119.417931,Susan
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Fasteners,5.92,4,0,2.8416,66.020,40.73061,-73.935242,Nick
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,30.18,3,0,13.8828,60.510,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,24.1,5,0,11.0860,44.850,44.182205,-84.506836,Esther
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Phones,8.78,1,0,2.2828,22.560,44.182205,-84.506836,Esther
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Appliances,376.74,4,0.1,71.1620,20.250,44.182205,-84.506836,Esther
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,29.52,4,0,14.4648,20.040,44.182205,-84.506836,Esther
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,11.96,2,0,2.9900,19.630,44.182205,-84.506836,Esther
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,26.4,5,0,12.6720,17.510,44.182205,-84.506836,Esther
Second Class,Corporate,United States,Fort Lauderdale,Florida,33311,South,Office Supplies,Appliances,1158.12,5,0.2,130.2885,16.370,27.994402,-81.760254,George
First Class,Consumer,United States,Abilene,Texas,79605,Central,Office Supplies,Appliances,1.392,2,0.8,3.7584,14.900,31,-100,Esther
Second Class,Consumer,United States,Hampton,Virginia,23666,South,Office Supplies,Appliances,44.43,3,0,18.6606,12.490,37.926868,-78.024902,George
Second Class,Consumer,United States,Hampton,Virginia,23666,South,Technology,Phones,226.2,5,0,58.8120,11.910,37.926868,-78.024902,George
Second Class,Consumer,United States,Hampton,Virginia,23666,South,Furniture,Furnishings,186.54,3,0,41.0388,9.980,37.926868,-78.024902,George
Second Class,Consumer,United States,Hampton,Virginia,23666,South,Office Supplies,Art,265.86,7,0,79.7580,8.650,37.926868,-78.024902,George
Second Class,Consumer,United States,Hampton,Virginia,23666,South,Office Supplies,Art,27.9,5,0,6.9750,8.520,37.926868,-78.024902,George
Standard Class,Corporate,United States,Las Vegas,Nevada,89115,West,Office Supplies,Appliances,31.08,4,0,8.3916,7.540,39.876019,-117.224121,Susan
Second Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,13.84,4,0.8,22.1440,7.300,40,-89,Esther
Second Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Paper,175.872,4,0.2,63.7536,7.150,40,-89,Esther
Standard Class,Home Office,United States,Laguna Niguel,California,92677,West,Office Supplies,Paper,12.96,2,0,6.3504,6.440,36.778259,-119.417931,Susan
First Class,Corporate,United States,Louisville,Kentucky,40214,South,Office Supplies,Appliances,208.44,3,0,62.5320,5.950,37.839333,-84.27002,George
First Class,Corporate,United States,Louisville,Kentucky,40214,South,Office Supplies,Supplies,25.76,2,0,0.7728,5.460,37.839333,-84.27002,George
Standard Class,Home Office,United States,Normal,Illinois,61761,Central,Furniture,Chairs,366.744,4,0.3,110.0232,4.640,40,-89,Esther
Second Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Furnishings,289.24,7,0,26.0316,3.420,36.778259,-119.417931,Susan
Second Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Binders,69.456,2,0.2,22.5732,2.780,36.778259,-119.417931,Susan
Standard Class,Corporate,United States,Port Arthur,Texas,77642,Central,Office Supplies,Paper,5.184,1,0.2,1.8144,2.720,31,-100,Esther
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,205.164,2,0.1,13.6776,2.580,40.73061,-73.935242,Nick
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,8.544,2,0.6,7.4760,2.130,40,-89,Esther
Standard Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,12.828,2,0.7,8.9796,1.970,40.367474,-82.996216,Nick
Standard Class,Corporate,United States,Springfield,Ohio,45503,East,Furniture,Chairs,598.458,3,0.3,42.7470,1.620,40.367474,-82.996216,Nick
Standard Class,Corporate,United States,Springfield,Ohio,45503,East,Furniture,Furnishings,25.984,1,0.2,3.8976,1.580,40.367474,-82.996216,Nick
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,17.96,5,0.2,5.8370,1.580,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Supplies,5.04,2,0,0.1512,1.540,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,208.16,1,0,56.2032,1.500,40.73061,-73.935242,Nick
Second Class,Home Office,United States,Salinas,California,93905,West,Furniture,Bookcases,148.257,3,0.15,15.6978,1.190,36.778259,-119.417931,Susan
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Appliances,146.76,3,0,38.1576,0.910,37.839333,-84.27002,George
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Technology,Accessories,32.96,2,0,14.1728,0.080,37.839333,-84.27002,George
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Technology,Phones,587.97,3,0,164.6316,223.130,37.839333,-84.27002,George
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,14.94,3,0,7.0218,61.300,37.839333,-84.27002,George
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,25.83,7,0,12.1401,54.220,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Paper,15.552,3,0.2,5.4432,54.070,39.113014,-105.358887,Susan
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Supplies,6.8,1,0.2,0.5100,41.060,39.113014,-105.358887,Susan
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Furniture,Furnishings,4.224,3,0.2,1.2672,39.940,39.113014,-105.358887,Susan
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,143.64,9,0.2,10.7730,35.870,39.113014,-105.358887,Susan
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Paper,31.104,6,0.2,10.8864,26.710,39.113014,-105.358887,Susan
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Paper,223.056,9,0.2,69.7050,24.870,39.113014,-105.358887,Susan
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,227.46,6,0,65.9634,24.860,40.73061,-73.935242,Nick
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,46.24,4,0.2,15.6060,24.570,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,5.22,2,0,2.4012,22.110,40.73061,-73.935242,Nick
Second Class,Consumer,United States,Fremont,Nebraska,68025,Central,Office Supplies,Paper,33.9,5,0,15.5940,19.120,41.5,-100,Esther
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,28.14,3,0,7.8792,16.460,40.73061,-73.935242,Nick
Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Accessories,36,2,0,6.4800,16.390,40.73061,-73.935242,Nick
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art,92.94,3,0,25.0938,16.230,40.73061,-73.935242,Nick
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Chairs,245.646,3,0.1,8.1882,14.790,40.73061,-73.935242,Nick
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,55.008,3,0.2,17.1900,12.980,40.73061,-73.935242,Nick
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,35.232,3,0.2,11.4504,11.500,40.73061,-73.935242,Nick
Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Chairs,523.392,3,0.2,52.3392,11.050,36.778259,-119.417931,Susan
Second Class,Consumer,United States,Lakeland,Florida,33801,South,Technology,Copiers,479.984,2,0.2,89.9970,9.650,27.994402,-81.760254,George
Standard Class,Consumer,United States,Smyrna,Georgia,30080,South,Office Supplies,Paper,12.96,2,0,6.2208,9.370,33.247875,-83.441162,George
Standard Class,Consumer,United States,Smyrna,Georgia,30080,South,Office Supplies,Art,17.94,3,0,6.4584,6.740,33.247875,-83.441162,George
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,166.72,2,0,41.6800,6.740,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,24.816,3,0.2,8.3754,6.270,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,124.36,2,0,27.3592,5.970,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,599.97,5,0.4,69.9965,5.590,41.203323,-77.194527,Nick
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,198.744,4,0.3,14.1960,5.370,41.203323,-77.194527,Nick
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,9.184,2,0.2,1.1480,5.320,41.203323,-77.194527,Nick
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,9.248,2,0.2,3.3524,5.030,31,-100,Esther
Standard Class,Home Office,United States,Concord,California,94521,West,Furniture,Tables,99.592,1,0.2,2.4898,4.990,36.778259,-119.417931,Susan
Standard Class,Home Office,United States,Concord,California,94521,West,Technology,Accessories,399.96,4,0,139.9860,4.960,36.778259,-119.417931,Susan
First Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,15.552,3,0.2,5.4432,4.780,35.860119,-86.660156,George
Standard Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Art,14.576,2,0.2,2.3686,4.700,39.113014,-105.358887,Susan
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,209.6,5,0.2,68.1200,4.250,36.778259,-119.417931,Susan
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Art,23.32,2,0,6.0632,4.220,36.778259,-119.417931,Susan
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Paper,30.98,1,0,13.9410,4.190,36.778259,-119.417931,Susan
Same Day,Consumer,United States,Anaheim,California,92804,West,Technology,Accessories,119.96,4,0,25.1916,3.360,36.778259,-119.417931,Susan
Same Day,Consumer,United States,Anaheim,California,92804,West,Furniture,Chairs,363.92,5,0.2,31.8430,3.230,36.778259,-119.417931,Susan
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,35.808,3,0.2,11.1900,2.100,36.778259,-119.417931,Susan
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,122.688,9,0.2,39.8736,2.040,36.778259,-119.417931,Susan
Same Day,Consumer,United States,Anaheim,California,92804,West,Furniture,Tables,892.136,7,0.2,111.5170,1.930,36.778259,-119.417931,Susan
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Storage,50.22,3,0,2.0088,1.670,36.778259,-119.417931,Susan
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Appliances,83.42,2,0,24.1918,1.610,36.778259,-119.417931,Susan
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,5.872,2,0.2,2.1286,1.280,36.778259,-119.417931,Susan
Second Class,Corporate,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Binders,12.144,3,0.2,4.0986,1.270,39.41922,-111.950684,Susan
Second Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Envelopes,27.792,3,0.2,10.4220,1.160,44,-120.5,Susan
Standard Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Supplies,6.208,2,0.2,0.6984,0.930,44,-120.5,Susan
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Appliances,32.67,3,0,8.4942,0.860,40.73061,-73.935242,Nick
First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Storage,1261.33,7,0,327.9458,0.740,36.778259,-119.417931,Susan
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Paper,38.88,6,0,18.6624,0.640,36.778259,-119.417931,Susan
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,1.964,2,0.8,3.2406,0.460,31,-100,Esther
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,82.656,9,0.2,30.9960,0.320,31,-100,Esther
Standard Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Paper,5.98,1,0,2.6910,0.270,36.778259,-119.417931,Susan
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,9.248,2,0.2,3.3524,0.130,40,-89,Esther
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Art,4.448,2,0.2,0.3336,0.130,31,-100,Esther
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Paper,5.184,1,0.2,1.8144,487.860,31,-100,Esther
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Art,175.92,5,0.2,15.3930,98.860,31,-100,Esther
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,4.752,4,0.8,8.3160,59.620,31,-100,Esther
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Supplies,13.344,2,0.2,1.0008,46.130,31,-100,Esther
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Envelopes,54.9,5,0,26.9010,35.970,47.751076,-120.740135,Susan
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,22.911,7,0.7,17.5651,18.110,35.782169,-80.793457,George
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Appliances,309.456,9,0.2,34.8138,15.160,35.782169,-80.793457,George
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Art,19.456,4,0.2,3.4048,12.710,35.782169,-80.793457,George
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Furniture,Tables,472.518,3,0.4,149.6307,12.100,35.782169,-80.793457,George
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,1012.68,3,0.2,303.8040,9.760,35.782169,-80.793457,George
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,17.22,5,0.7,12.6280,4.280,35.782169,-80.793457,George
Second Class,Corporate,United States,Concord,California,94521,West,Office Supplies,Art,3.52,2,0,1.6896,2.720,36.778259,-119.417931,Susan
Second Class,Corporate,United States,Concord,California,94521,West,Technology,Phones,1626.192,9,0.2,121.9644,2.530,36.778259,-119.417931,Susan
First Class,Corporate,United States,Chester,Pennsylvania,19013,East,Office Supplies,Binders,8.595,5,0.7,6.3030,2.420,41.203323,-77.194527,Nick
First Class,Corporate,United States,Chester,Pennsylvania,19013,East,Office Supplies,Supplies,190.896,2,0.2,42.9516,2.170,41.203323,-77.194527,Nick
Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Storage,99.87,3,0,23.9688,1.420,36.778259,-119.417931,Susan
Second Class,Consumer,United States,Sparks,Nevada,89431,West,Office Supplies,Art,79.36,4,0,23.8080,0.600,39.876019,-117.224121,Susan
Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Phones,119.96,1,0.2,7.4975,6.060,36.778259,-119.417931,Susan
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Paper,106.32,3,0,49.9704,5.540,37.839333,-84.27002,George
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Appliances,163.44,3,0,45.7632,5.540,37.839333,-84.27002,George
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Art,42.76,2,0,11.1176,47.310,37.839333,-84.27002,George
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Paper,51.55,5,0,24.2285,97.560,37.839333,-84.27002,George
Second Class,Consumer,United States,Decatur,Illinois,62521,Central,Technology,Accessories,479.952,6,0.2,89.9910,85.840,40,-89,Esther
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,146.688,6,0.2,55.0080,60.490,40.73061,-73.935242,Nick
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,276.784,2,0.2,89.9548,46.130,40.73061,-73.935242,Nick
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,25.32,5,0.2,9.1785,35.030,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,318.96,9,0,149.9112,27.350,40.73061,-73.935242,Nick
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,212.64,6,0,99.9408,23.710,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Envelopes,23.472,3,0.2,8.8020,19.270,34.048927,-111.093735,Susan
Second Class,Corporate,United States,Amarillo,Texas,79109,Central,Office Supplies,Paper,19.648,2,0.2,6.6312,17.100,31,-100,Esther
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,6.57,3,0.7,5.0370,11.000,41.203323,-77.194527,Nick
Standard Class,Consumer,United States,Santa Ana,California,92704,West,Office Supplies,Storage,421.1,2,0,105.2750,10.520,36.778259,-119.417931,Susan
Second Class,Corporate,United States,Newark,Ohio,43055,East,Furniture,Chairs,760.116,6,0.3,43.4352,9.650,40.367474,-82.996216,Nick
Second Class,Corporate,United States,Newark,Ohio,43055,East,Furniture,Furnishings,38.784,3,0.2,7.2720,9.470,40.367474,-82.996216,Nick
Second Class,Corporate,United States,Newark,Ohio,43055,East,Technology,Accessories,122.328,9,0.2,1.5291,6.180,40.367474,-82.996216,Nick
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,25.98,2,0,0.7794,5.830,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,3.28,2,0,1.4760,3.920,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,459.88,4,0,13.7964,3.870,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Supplies,7.76,2,0,2.2504,1.710,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,71.96,2,0,17.9900,1.590,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Supplies,54.9,5,0,15.3720,1.300,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,9.28,2,0.2,3.2480,1.050,40.73061,-73.935242,Nick
First Class,Corporate,United States,Henderson,Nevada,89015,West,Furniture,Tables,1685.88,6,0,320.3172,0.940,39.876019,-117.224121,Susan
First Class,Corporate,United States,Henderson,Nevada,89015,West,Office Supplies,Binders,5.728,2,0.2,2.0048,303.450,39.876019,-117.224121,Susan
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,61.96,2,0,27.8820,117.480,47.751076,-120.740135,Susan
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,1.344,1,0.2,0.4704,107.470,47.751076,-120.740135,Susan
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,17.94,3,0,8.7906,69.580,40.73061,-73.935242,Nick
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,13.904,2,0.2,4.5188,50.390,47.751076,-120.740135,Susan
Standard Class,Corporate,United States,Smyrna,Tennessee,37167,South,Office Supplies,Binders,67.194,1,0.7,51.5154,50.190,35.860119,-86.660156,George
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,41.86,7,0,18.8370,25.410,47.751076,-120.740135,Susan
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Bookcases,141.96,2,0,41.1684,25.300,47.751076,-120.740135,Susan
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,10.02,3,0,4.4088,24.440,40.73061,-73.935242,Nick
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,144.12,3,0,69.1776,20.030,40.73061,-73.935242,Nick
Second Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,17.94,3,0,8.7906,19.200,33.247875,-83.441162,George
Second Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Art,13.89,3,0,4.5837,18.120,33.247875,-83.441162,George
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,16.45,5,0,7.5670,16.610,39,75.5,Nick
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Furniture,Furnishings,19.92,4,0,6.5736,15.800,39,75.5,Nick
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Technology,Accessories,35.168,4,0.2,8.3524,13.470,35.860119,-86.660156,George
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,123.088,7,0.2,40.0036,10.570,35.860119,-86.660156,George
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Furniture,Tables,257.94,3,0,67.0644,10.530,40.273502,-86.126976,Esther
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Technology,Phones,1879.96,4,0,545.1884,10.090,40.273502,-86.126976,Esther
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,27.46,2,0,9.8856,8.890,40.273502,-86.126976,Esther
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Technology,Phones,89.98,2,0,43.1904,8.110,40.273502,-86.126976,Esther
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Furniture,Chairs,828.6,3,0,240.2940,7.850,40.273502,-86.126976,Esther
Standard Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Binders,7.23,5,0.7,5.7840,7.190,27.994402,-81.760254,George
Standard Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Storage,17.44,2,0.2,1.3080,7.000,27.994402,-81.760254,George
Standard Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Binders,62.88,4,0.7,50.3040,5.600,27.994402,-81.760254,George
Standard Class,Consumer,United States,Miami,Florida,33180,South,Furniture,Bookcases,290.352,3,0.2,36.2940,5.220,27.994402,-81.760254,George
Same Day,Consumer,United States,Saint Charles,Missouri,63301,Central,Technology,Accessories,113.52,4,0,46.5432,5.060,38.573936,-92.60376,Esther
Same Day,Consumer,United States,Saint Charles,Missouri,63301,Central,Furniture,Furnishings,135.3,5,0,37.8840,4.520,38.573936,-92.60376,Esther
Standard Class,Home Office,United States,Virginia Beach,Virginia,23464,South,Furniture,Furnishings,111.15,5,0,48.9060,3.880,37.926868,-78.024902,George
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,776.85,5,0.4,181.2650,3.800,41.203323,-77.194527,Nick
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,12.294,1,0.7,8.6058,3.370,41.203323,-77.194527,Nick
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Tables,154.764,3,0.4,46.4292,2.910,41.203323,-77.194527,Nick
